,eps,gam,graph,mi,model,nc,nit,p,pr
413,0.3,1.5,er,100000,rewiring,1,60000,0.1,0.5
414,0.3,1.5,er,100000,rewiring,1,60500,0.1,0.5
415,0.3,1.5,er,100000,rewiring,1,61000,0.1,0.5
416,0.3,1.5,er,100000,rewiring,1,61500,0.1,0.5
417,0.3,1.5,er,100000,rewiring,1,62000,0.1,0.5
418,0.3,1.5,er,100000,rewiring,1,62500,0.1,0.5
419,0.3,1.5,er,100000,rewiring,1,63000,0.1,0.5
420,0.3,1.5,er,100000,rewiring,1,63500,0.1,0.5
421,0.3,1.5,er,100000,rewiring,1,64000,0.1,0.5
422,0.3,1.5,er,100000,rewiring,1,64500,0.1,0.5
423,0.3,1.5,er,100000,rewiring,1,6500,0.1,0.5
424,0.3,1.5,er,100000,rewiring,1,65000,0.1,0.5
425,0.3,1.5,er,100000,rewiring,1,65500,0.1,0.5
426,0.3,1.5,er,100000,rewiring,1,66000,0.1,0.5
427,0.3,1.5,er,100000,rewiring,1,66500,0.1,0.5
428,0.3,1.5,er,100000,rewiring,1,67000,0.1,0.5
429,0.3,1.5,er,100000,rewiring,1,67500,0.1,0.5
430,0.3,1.5,er,100000,rewiring,1,68000,0.1,0.5
431,0.3,1.5,er,100000,rewiring,1,68500,0.1,0.5
432,0.3,1.5,er,100000,rewiring,1,69000,0.1,0.5
433,0.3,1.5,er,100000,rewiring,1,69500,0.1,0.5
434,0.3,1.5,er,100000,rewiring,1,7000,0.1,0.5
435,0.3,1.5,er,100000,rewiring,1,70000,0.1,0.5
436,0.3,1.5,er,100000,rewiring,1,70500,0.1,0.5
437,0.3,1.5,er,100000,rewiring,1,71000,0.1,0.5
438,0.3,1.5,er,100000,rewiring,1,71500,0.1,0.5
439,0.3,1.5,er,100000,rewiring,1,72000,0.1,0.5
440,0.3,1.5,er,100000,rewiring,1,72500,0.1,0.5
441,0.3,1.5,er,100000,rewiring,1,73000,0.1,0.5
442,0.3,1.5,er,100000,rewiring,1,73500,0.1,0.5
443,0.3,1.5,er,100000,rewiring,1,74000,0.1,0.5
444,0.3,1.5,er,100000,rewiring,1,74500,0.1,0.5
445,0.3,1.5,er,100000,rewiring,1,7500,0.1,0.5
446,0.3,1.5,er,100000,rewiring,1,75000,0.1,0.5
447,0.3,1.5,er,100000,rewiring,1,75500,0.1,0.5
448,0.3,1.5,er,100000,rewiring,1,76000,0.1,0.5
449,0.3,1.5,er,100000,rewiring,1,76500,0.1,0.5
450,0.3,1.5,er,100000,rewiring,1,77000,0.1,0.5
451,0.3,1.5,er,100000,rewiring,1,77500,0.1,0.5
452,0.3,1.5,er,100000,rewiring,1,78000,0.1,0.5
453,0.3,1.5,er,100000,rewiring,1,78500,0.1,0.5
454,0.3,1.5,er,100000,rewiring,1,79000,0.1,0.5
455,0.3,1.5,er,100000,rewiring,1,79500,0.1,0.5
456,0.3,1.5,er,100000,rewiring,1,8000,0.1,0.5
457,0.3,1.5,er,100000,rewiring,1,80000,0.1,0.5
458,0.3,1.5,er,100000,rewiring,1,80500,0.1,0.5
459,0.3,1.5,er,100000,rewiring,1,81000,0.1,0.5
460,0.3,1.5,er,100000,rewiring,1,81500,0.1,0.5
461,0.3,1.5,er,100000,rewiring,1,82000,0.1,0.5
462,0.3,1.5,er,100000,rewiring,1,82500,0.1,0.5
463,0.3,1.5,er,100000,rewiring,1,83000,0.1,0.5
464,0.3,1.5,er,100000,rewiring,1,83500,0.1,0.5
465,0.3,1.5,er,100000,rewiring,1,84000,0.1,0.5
466,0.3,1.5,er,100000,rewiring,1,84500,0.1,0.5
467,0.3,1.5,er,100000,rewiring,1,8500,0.1,0.5
468,0.3,1.5,er,100000,rewiring,1,85000,0.1,0.5
469,0.3,1.5,er,100000,rewiring,1,85500,0.1,0.5
470,0.3,1.5,er,100000,rewiring,1,86000,0.1,0.5
471,0.3,1.5,er,100000,rewiring,1,86500,0.1,0.5
472,0.3,1.5,er,100000,rewiring,1,87000,0.1,0.5
473,0.3,1.5,er,100000,rewiring,1,87500,0.1,0.5
474,0.3,1.5,er,100000,rewiring,1,88000,0.1,0.5
475,0.3,1.5,er,100000,rewiring,1,88500,0.1,0.5
476,0.3,1.5,er,100000,rewiring,1,89000,0.1,0.5
477,0.3,1.5,er,100000,rewiring,1,89500,0.1,0.5
478,0.3,1.5,er,100000,rewiring,1,9000,0.1,0.5
479,0.3,1.5,er,100000,rewiring,1,90000,0.1,0.5
480,0.3,1.5,er,100000,rewiring,1,90500,0.1,0.5
481,0.3,1.5,er,100000,rewiring,1,91000,0.1,0.5
482,0.3,1.5,er,100000,rewiring,1,91500,0.1,0.5
483,0.3,1.5,er,100000,rewiring,1,92000,0.1,0.5
484,0.3,1.5,er,100000,rewiring,1,92500,0.1,0.5
485,0.3,1.5,er,100000,rewiring,1,93000,0.1,0.5
486,0.3,1.5,er,100000,rewiring,1,93500,0.1,0.5
487,0.3,1.5,er,100000,rewiring,1,94000,0.1,0.5
488,0.3,1.5,er,100000,rewiring,1,94500,0.1,0.5
489,0.3,1.5,er,100000,rewiring,1,9500,0.1,0.5
490,0.3,1.5,er,100000,rewiring,1,95000,0.1,0.5
491,0.3,1.5,er,100000,rewiring,1,95500,0.1,0.5
492,0.3,1.5,er,100000,rewiring,1,96000,0.1,0.5
493,0.3,1.5,er,100000,rewiring,1,96500,0.1,0.5
494,0.3,1.5,er,100000,rewiring,1,97000,0.1,0.5
495,0.3,1.5,er,100000,rewiring,1,97500,0.1,0.5
496,0.3,1.5,er,100000,rewiring,1,98000,0.1,0.5
497,0.3,1.5,er,100000,rewiring,1,98500,0.1,0.5
498,0.3,1.5,er,100000,rewiring,1,99000,0.1,0.5
499,0.3,1.5,er,100000,rewiring,1,99500,0.1,0.5
500,0.4,0.0,er,100000,rewiring,1,0,0.1,0.5
501,0.4,0.0,er,100000,rewiring,1,1000,0.1,0.5
502,0.4,0.0,er,100000,rewiring,1,1028,0.1,0.5
503,0.4,0.0,er,100000,rewiring,1,500,0.1,0.5
504,0.4,0.5,er,100000,rewiring,1,0,0.1,0.5
505,0.4,0.5,er,100000,rewiring,1,1000,0.1,0.5
506,0.4,0.5,er,100000,rewiring,1,1094,0.1,0.5
507,0.4,0.5,er,100000,rewiring,1,500,0.1,0.5
508,0.4,1.0,er,100000,rewiring,1,0,0.1,0.5
509,0.4,1.0,er,100000,rewiring,1,1000,0.1,0.5
510,0.4,1.0,er,100000,rewiring,1,1500,0.1,0.5
511,0.4,1.0,er,100000,rewiring,1,2000,0.1,0.5
512,0.4,1.0,er,100000,rewiring,1,2500,0.1,0.5
513,0.4,1.0,er,100000,rewiring,1,2526,0.1,0.5
514,0.4,1.0,er,100000,rewiring,1,500,0.1,0.5
515,0.4,1.5,er,100000,rewiring,1,0,0.1,0.5
516,0.4,1.5,er,100000,rewiring,1,1000,0.1,0.5
517,0.4,1.5,er,100000,rewiring,1,10000,0.1,0.5
518,0.4,1.5,er,100000,rewiring,1,10500,0.1,0.5
519,0.4,1.5,er,100000,rewiring,1,11000,0.1,0.5
520,0.4,1.5,er,100000,rewiring,1,11500,0.1,0.5
521,0.4,1.5,er,100000,rewiring,1,12000,0.1,0.5
522,0.4,1.5,er,100000,rewiring,1,12500,0.1,0.5
523,0.4,1.5,er,100000,rewiring,1,13000,0.1,0.5
524,0.4,1.5,er,100000,rewiring,1,13500,0.1,0.5
525,0.4,1.5,er,100000,rewiring,1,14000,0.1,0.5
526,0.4,1.5,er,100000,rewiring,1,14500,0.1,0.5
527,0.4,1.5,er,100000,rewiring,1,1500,0.1,0.5
528,0.4,1.5,er,100000,rewiring,1,15000,0.1,0.5
529,0.4,1.5,er,100000,rewiring,1,15500,0.1,0.5
530,0.4,1.5,er,100000,rewiring,1,16000,0.1,0.5
531,0.4,1.5,er,100000,rewiring,1,16500,0.1,0.5
532,0.4,1.5,er,100000,rewiring,1,17000,0.1,0.5
533,0.4,1.5,er,100000,rewiring,1,17500,0.1,0.5
534,0.4,1.5,er,100000,rewiring,1,18000,0.1,0.5
535,0.4,1.5,er,100000,rewiring,1,18500,0.1,0.5
536,0.4,1.5,er,100000,rewiring,1,19000,0.1,0.5
537,0.4,1.5,er,100000,rewiring,1,19500,0.1,0.5
538,0.4,1.5,er,100000,rewiring,1,2000,0.1,0.5
539,0.4,1.5,er,100000,rewiring,1,20000,0.1,0.5
540,0.4,1.5,er,100000,rewiring,1,20500,0.1,0.5
541,0.4,1.5,er,100000,rewiring,1,21000,0.1,0.5
542,0.4,1.5,er,100000,rewiring,1,21500,0.1,0.5
543,0.4,1.5,er,100000,rewiring,1,22000,0.1,0.5
544,0.4,1.5,er,100000,rewiring,1,22500,0.1,0.5
545,0.4,1.5,er,100000,rewiring,1,23000,0.1,0.5
546,0.4,1.5,er,100000,rewiring,1,23500,0.1,0.5
547,0.4,1.5,er,100000,rewiring,1,24000,0.1,0.5
548,0.4,1.5,er,100000,rewiring,1,24500,0.1,0.5
549,0.4,1.5,er,100000,rewiring,1,2500,0.1,0.5
550,0.4,1.5,er,100000,rewiring,1,25000,0.1,0.5
551,0.4,1.5,er,100000,rewiring,1,25500,0.1,0.5
552,0.4,1.5,er,100000,rewiring,1,26000,0.1,0.5
553,0.4,1.5,er,100000,rewiring,1,26500,0.1,0.5
554,0.4,1.5,er,100000,rewiring,1,27000,0.1,0.5
555,0.4,1.5,er,100000,rewiring,1,27500,0.1,0.5
556,0.4,1.5,er,100000,rewiring,1,28000,0.1,0.5
557,0.4,1.5,er,100000,rewiring,1,28500,0.1,0.5
558,0.4,1.5,er,100000,rewiring,1,29000,0.1,0.5
559,0.4,1.5,er,100000,rewiring,1,29500,0.1,0.5
560,0.4,1.5,er,100000,rewiring,1,3000,0.1,0.5
561,0.4,1.5,er,100000,rewiring,1,30000,0.1,0.5
562,0.4,1.5,er,100000,rewiring,1,30500,0.1,0.5
563,0.4,1.5,er,100000,rewiring,1,31000,0.1,0.5
564,0.4,1.5,er,100000,rewiring,1,31500,0.1,0.5
565,0.4,1.5,er,100000,rewiring,1,32000,0.1,0.5
566,0.4,1.5,er,100000,rewiring,1,32500,0.1,0.5
567,0.4,1.5,er,100000,rewiring,1,33000,0.1,0.5
568,0.4,1.5,er,100000,rewiring,1,33500,0.1,0.5
569,0.4,1.5,er,100000,rewiring,1,34000,0.1,0.5
570,0.4,1.5,er,100000,rewiring,1,34500,0.1,0.5
571,0.4,1.5,er,100000,rewiring,1,3500,0.1,0.5
572,0.4,1.5,er,100000,rewiring,1,35000,0.1,0.5
573,0.4,1.5,er,100000,rewiring,1,35500,0.1,0.5
574,0.4,1.5,er,100000,rewiring,1,36000,0.1,0.5
575,0.4,1.5,er,100000,rewiring,1,36500,0.1,0.5
576,0.4,1.5,er,100000,rewiring,1,37000,0.1,0.5
577,0.4,1.5,er,100000,rewiring,1,37500,0.1,0.5
578,0.4,1.5,er,100000,rewiring,1,38000,0.1,0.5
579,0.4,1.5,er,100000,rewiring,1,38500,0.1,0.5
580,0.4,1.5,er,100000,rewiring,1,39000,0.1,0.5
581,0.4,1.5,er,100000,rewiring,1,39500,0.1,0.5
582,0.4,1.5,er,100000,rewiring,1,4000,0.1,0.5
583,0.4,1.5,er,100000,rewiring,1,40000,0.1,0.5
584,0.4,1.5,er,100000,rewiring,1,40500,0.1,0.5
585,0.4,1.5,er,100000,rewiring,1,41000,0.1,0.5
586,0.4,1.5,er,100000,rewiring,1,41500,0.1,0.5
587,0.4,1.5,er,100000,rewiring,1,42000,0.1,0.5
588,0.4,1.5,er,100000,rewiring,1,42500,0.1,0.5
589,0.4,1.5,er,100000,rewiring,1,43000,0.1,0.5
590,0.4,1.5,er,100000,rewiring,1,43500,0.1,0.5
591,0.4,1.5,er,100000,rewiring,1,44000,0.1,0.5
592,0.4,1.5,er,100000,rewiring,1,44500,0.1,0.5
593,0.4,1.5,er,100000,rewiring,1,4500,0.1,0.5
594,0.4,1.5,er,100000,rewiring,1,45000,0.1,0.5
595,0.4,1.5,er,100000,rewiring,1,45500,0.1,0.5
596,0.4,1.5,er,100000,rewiring,1,46000,0.1,0.5
597,0.4,1.5,er,100000,rewiring,1,46500,0.1,0.5
598,0.4,1.5,er,100000,rewiring,1,47000,0.1,0.5
599,0.4,1.5,er,100000,rewiring,1,47500,0.1,0.5
600,0.4,1.5,er,100000,rewiring,1,48000,0.1,0.5
601,0.4,1.5,er,100000,rewiring,1,48500,0.1,0.5
602,0.4,1.5,er,100000,rewiring,1,49000,0.1,0.5
603,0.4,1.5,er,100000,rewiring,1,49500,0.1,0.5
604,0.4,1.5,er,100000,rewiring,1,500,0.1,0.5
605,0.4,1.5,er,100000,rewiring,1,5000,0.1,0.5
606,0.4,1.5,er,100000,rewiring,1,50000,0.1,0.5
607,0.4,1.5,er,100000,rewiring,1,50500,0.1,0.5
608,0.4,1.5,er,100000,rewiring,1,51000,0.1,0.5
609,0.4,1.5,er,100000,rewiring,1,51500,0.1,0.5
610,0.4,1.5,er,100000,rewiring,1,52000,0.1,0.5
611,0.4,1.5,er,100000,rewiring,1,52500,0.1,0.5
612,0.4,1.5,er,100000,rewiring,1,53000,0.1,0.5
613,0.4,1.5,er,100000,rewiring,1,53500,0.1,0.5
614,0.4,1.5,er,100000,rewiring,1,54000,0.1,0.5
615,0.4,1.5,er,100000,rewiring,1,54500,0.1,0.5
616,0.4,1.5,er,100000,rewiring,1,5500,0.1,0.5
617,0.4,1.5,er,100000,rewiring,1,55000,0.1,0.5
618,0.4,1.5,er,100000,rewiring,1,55500,0.1,0.5
619,0.4,1.5,er,100000,rewiring,1,56000,0.1,0.5
620,0.4,1.5,er,100000,rewiring,1,56500,0.1,0.5
621,0.4,1.5,er,100000,rewiring,1,57000,0.1,0.5
622,0.4,1.5,er,100000,rewiring,1,57500,0.1,0.5
623,0.4,1.5,er,100000,rewiring,1,58000,0.1,0.5
624,0.4,1.5,er,100000,rewiring,1,58500,0.1,0.5
625,0.4,1.5,er,100000,rewiring,1,59000,0.1,0.5
626,0.4,1.5,er,100000,rewiring,1,59500,0.1,0.5
627,0.4,1.5,er,100000,rewiring,1,6000,0.1,0.5
628,0.4,1.5,er,100000,rewiring,1,60000,0.1,0.5
629,0.4,1.5,er,100000,rewiring,1,60500,0.1,0.5
630,0.4,1.5,er,100000,rewiring,1,61000,0.1,0.5
631,0.4,1.5,er,100000,rewiring,1,61500,0.1,0.5
632,0.4,1.5,er,100000,rewiring,1,62000,0.1,0.5
633,0.4,1.5,er,100000,rewiring,1,62500,0.1,0.5
634,0.4,1.5,er,100000,rewiring,1,63000,0.1,0.5
635,0.4,1.5,er,100000,rewiring,1,63500,0.1,0.5
636,0.4,1.5,er,100000,rewiring,1,64000,0.1,0.5
637,0.4,1.5,er,100000,rewiring,1,64500,0.1,0.5
638,0.4,1.5,er,100000,rewiring,1,6500,0.1,0.5
639,0.4,1.5,er,100000,rewiring,1,65000,0.1,0.5
640,0.4,1.5,er,100000,rewiring,1,65500,0.1,0.5
641,0.4,1.5,er,100000,rewiring,1,66000,0.1,0.5
642,0.4,1.5,er,100000,rewiring,1,66500,0.1,0.5
643,0.4,1.5,er,100000,rewiring,1,67000,0.1,0.5
644,0.4,1.5,er,100000,rewiring,1,67500,0.1,0.5
645,0.4,1.5,er,100000,rewiring,1,68000,0.1,0.5
646,0.4,1.5,er,100000,rewiring,1,68500,0.1,0.5
647,0.4,1.5,er,100000,rewiring,1,69000,0.1,0.5
648,0.4,1.5,er,100000,rewiring,1,69500,0.1,0.5
649,0.4,1.5,er,100000,rewiring,1,7000,0.1,0.5
650,0.4,1.5,er,100000,rewiring,1,70000,0.1,0.5
651,0.4,1.5,er,100000,rewiring,1,70500,0.1,0.5
652,0.4,1.5,er,100000,rewiring,1,71000,0.1,0.5
653,0.4,1.5,er,100000,rewiring,1,71500,0.1,0.5
654,0.4,1.5,er,100000,rewiring,1,72000,0.1,0.5
655,0.4,1.5,er,100000,rewiring,1,72500,0.1,0.5
656,0.4,1.5,er,100000,rewiring,1,73000,0.1,0.5
657,0.4,1.5,er,100000,rewiring,1,73500,0.1,0.5
658,0.4,1.5,er,100000,rewiring,1,74000,0.1,0.5
659,0.4,1.5,er,100000,rewiring,1,74500,0.1,0.5
660,0.4,1.5,er,100000,rewiring,1,7500,0.1,0.5
661,0.4,1.5,er,100000,rewiring,1,75000,0.1,0.5
662,0.4,1.5,er,100000,rewiring,1,75500,0.1,0.5
663,0.4,1.5,er,100000,rewiring,1,76000,0.1,0.5
664,0.4,1.5,er,100000,rewiring,1,76500,0.1,0.5
665,0.4,1.5,er,100000,rewiring,1,77000,0.1,0.5
666,0.4,1.5,er,100000,rewiring,1,77500,0.1,0.5
667,0.4,1.5,er,100000,rewiring,1,78000,0.1,0.5
668,0.4,1.5,er,100000,rewiring,1,78500,0.1,0.5
669,0.4,1.5,er,100000,rewiring,1,79000,0.1,0.5
670,0.4,1.5,er,100000,rewiring,1,79500,0.1,0.5
671,0.4,1.5,er,100000,rewiring,1,8000,0.1,0.5
672,0.4,1.5,er,100000,rewiring,1,80000,0.1,0.5
673,0.4,1.5,er,100000,rewiring,1,80500,0.1,0.5
674,0.4,1.5,er,100000,rewiring,1,81000,0.1,0.5
675,0.4,1.5,er,100000,rewiring,1,81500,0.1,0.5
676,0.4,1.5,er,100000,rewiring,1,82000,0.1,0.5
677,0.4,1.5,er,100000,rewiring,1,82500,0.1,0.5
678,0.4,1.5,er,100000,rewiring,1,83000,0.1,0.5
679,0.4,1.5,er,100000,rewiring,1,83500,0.1,0.5
680,0.4,1.5,er,100000,rewiring,1,84000,0.1,0.5
681,0.4,1.5,er,100000,rewiring,1,84500,0.1,0.5
682,0.4,1.5,er,100000,rewiring,1,8500,0.1,0.5
683,0.4,1.5,er,100000,rewiring,1,85000,0.1,0.5
684,0.4,1.5,er,100000,rewiring,1,85500,0.1,0.5
685,0.4,1.5,er,100000,rewiring,1,86000,0.1,0.5
686,0.4,1.5,er,100000,rewiring,1,86500,0.1,0.5
687,0.4,1.5,er,100000,rewiring,1,87000,0.1,0.5
688,0.4,1.5,er,100000,rewiring,1,87500,0.1,0.5
689,0.4,1.5,er,100000,rewiring,1,88000,0.1,0.5
690,0.4,1.5,er,100000,rewiring,1,88500,0.1,0.5
691,0.4,1.5,er,100000,rewiring,1,89000,0.1,0.5
692,0.4,1.5,er,100000,rewiring,1,89500,0.1,0.5
693,0.4,1.5,er,100000,rewiring,1,9000,0.1,0.5
694,0.4,1.5,er,100000,rewiring,1,90000,0.1,0.5
695,0.4,1.5,er,100000,rewiring,1,90500,0.1,0.5
696,0.4,1.5,er,100000,rewiring,1,91000,0.1,0.5
697,0.4,1.5,er,100000,rewiring,1,91500,0.1,0.5
698,0.4,1.5,er,100000,rewiring,1,92000,0.1,0.5
699,0.4,1.5,er,100000,rewiring,1,92500,0.1,0.5
700,0.4,1.5,er,100000,rewiring,1,93000,0.1,0.5
701,0.4,1.5,er,100000,rewiring,1,93500,0.1,0.5
702,0.4,1.5,er,100000,rewiring,1,94000,0.1,0.5
703,0.4,1.5,er,100000,rewiring,1,94500,0.1,0.5
704,0.4,1.5,er,100000,rewiring,1,9500,0.1,0.5
705,0.4,1.5,er,100000,rewiring,1,95000,0.1,0.5
706,0.4,1.5,er,100000,rewiring,1,95500,0.1,0.5
707,0.4,1.5,er,100000,rewiring,1,96000,0.1,0.5
708,0.4,1.5,er,100000,rewiring,1,96500,0.1,0.5
709,0.4,1.5,er,100000,rewiring,1,97000,0.1,0.5
710,0.4,1.5,er,100000,rewiring,1,97500,0.1,0.5
711,0.4,1.5,er,100000,rewiring,1,98000,0.1,0.5
712,0.4,1.5,er,100000,rewiring,1,98500,0.1,0.5
713,0.4,1.5,er,100000,rewiring,1,99000,0.1,0.5
714,0.4,1.5,er,100000,rewiring,1,99500,0.1,0.5
715,0.2,0.0,ba,100000,rewiring,1,0,5.0,0.5
716,0.2,0.0,ba,100000,rewiring,3,1000,5.0,0.5
717,0.2,0.0,ba,100000,rewiring,3,1500,5.0,0.5
718,0.2,0.0,ba,100000,rewiring,3,1685,5.0,0.5
719,0.2,0.0,ba,100000,rewiring,2,500,5.0,0.5
720,0.2,0.5,ba,100000,rewiring,3,0,5.0,0.5
721,0.2,0.5,ba,100000,rewiring,1,1000,5.0,0.5
722,0.2,0.5,ba,100000,rewiring,1,10000,5.0,0.5
723,0.2,0.5,ba,100000,rewiring,1,10500,5.0,0.5
724,0.2,0.5,ba,100000,rewiring,1,11000,5.0,0.5
725,0.2,0.5,ba,100000,rewiring,1,11500,5.0,0.5
726,0.2,0.5,ba,100000,rewiring,1,12000,5.0,0.5
727,0.2,0.5,ba,100000,rewiring,1,12500,5.0,0.5
728,0.2,0.5,ba,100000,rewiring,1,13000,5.0,0.5
729,0.2,0.5,ba,100000,rewiring,1,13500,5.0,0.5
730,0.2,0.5,ba,100000,rewiring,1,14000,5.0,0.5
731,0.2,0.5,ba,100000,rewiring,1,14500,5.0,0.5
732,0.2,0.5,ba,100000,rewiring,1,1500,5.0,0.5
733,0.2,0.5,ba,100000,rewiring,1,15000,5.0,0.5
734,0.2,0.5,ba,100000,rewiring,1,15500,5.0,0.5
735,0.2,0.5,ba,100000,rewiring,1,16000,5.0,0.5
736,0.2,0.5,ba,100000,rewiring,1,16500,5.0,0.5
737,0.2,0.5,ba,100000,rewiring,1,17000,5.0,0.5
738,0.2,0.5,ba,100000,rewiring,1,17050,5.0,0.5
739,0.2,0.5,ba,100000,rewiring,1,2000,5.0,0.5
740,0.2,0.5,ba,100000,rewiring,1,2500,5.0,0.5
741,0.2,0.5,ba,100000,rewiring,1,3000,5.0,0.5
742,0.2,0.5,ba,100000,rewiring,1,3500,5.0,0.5
743,0.2,0.5,ba,100000,rewiring,1,4000,5.0,0.5
744,0.2,0.5,ba,100000,rewiring,1,4500,5.0,0.5
745,0.2,0.5,ba,100000,rewiring,1,500,5.0,0.5
746,0.2,0.5,ba,100000,rewiring,1,5000,5.0,0.5
747,0.2,0.5,ba,100000,rewiring,1,5500,5.0,0.5
748,0.2,0.5,ba,100000,rewiring,1,6000,5.0,0.5
749,0.2,0.5,ba,100000,rewiring,1,6500,5.0,0.5
750,0.2,0.5,ba,100000,rewiring,1,7000,5.0,0.5
751,0.2,0.5,ba,100000,rewiring,1,7500,5.0,0.5
752,0.2,0.5,ba,100000,rewiring,1,8000,5.0,0.5
753,0.2,0.5,ba,100000,rewiring,1,8500,5.0,0.5
754,0.2,0.5,ba,100000,rewiring,1,9000,5.0,0.5
755,0.2,0.5,ba,100000,rewiring,1,9500,5.0,0.5
756,0.2,1.0,ba,100000,rewiring,1,0,5.0,0.5
757,0.2,1.0,ba,100000,rewiring,1,1000,5.0,0.5
758,0.2,1.0,ba,100000,rewiring,1,10000,5.0,0.5
759,0.2,1.0,ba,100000,rewiring,1,10500,5.0,0.5
760,0.2,1.0,ba,100000,rewiring,1,11000,5.0,0.5
761,0.2,1.0,ba,100000,rewiring,1,11500,5.0,0.5
762,0.2,1.0,ba,100000,rewiring,1,12000,5.0,0.5
763,0.2,1.0,ba,100000,rewiring,1,12500,5.0,0.5
764,0.2,1.0,ba,100000,rewiring,1,13000,5.0,0.5
765,0.2,1.0,ba,100000,rewiring,1,13500,5.0,0.5
766,0.2,1.0,ba,100000,rewiring,1,14000,5.0,0.5
767,0.2,1.0,ba,100000,rewiring,1,14500,5.0,0.5
768,0.2,1.0,ba,100000,rewiring,1,1500,5.0,0.5
769,0.2,1.0,ba,100000,rewiring,1,15000,5.0,0.5
770,0.2,1.0,ba,100000,rewiring,1,15500,5.0,0.5
771,0.2,1.0,ba,100000,rewiring,1,16000,5.0,0.5
772,0.2,1.0,ba,100000,rewiring,1,16500,5.0,0.5
773,0.2,1.0,ba,100000,rewiring,1,17000,5.0,0.5
774,0.2,1.0,ba,100000,rewiring,1,17500,5.0,0.5
775,0.2,1.0,ba,100000,rewiring,1,18000,5.0,0.5
776,0.2,1.0,ba,100000,rewiring,1,18500,5.0,0.5
777,0.2,1.0,ba,100000,rewiring,1,19000,5.0,0.5
778,0.2,1.0,ba,100000,rewiring,1,19500,5.0,0.5
779,0.2,1.0,ba,100000,rewiring,1,2000,5.0,0.5
780,0.2,1.0,ba,100000,rewiring,1,20000,5.0,0.5
781,0.2,1.0,ba,100000,rewiring,1,20500,5.0,0.5
782,0.2,1.0,ba,100000,rewiring,1,20906,5.0,0.5
783,0.2,1.0,ba,100000,rewiring,1,2500,5.0,0.5
784,0.2,1.0,ba,100000,rewiring,1,3000,5.0,0.5
785,0.2,1.0,ba,100000,rewiring,1,3500,5.0,0.5
786,0.2,1.0,ba,100000,rewiring,1,4000,5.0,0.5
787,0.2,1.0,ba,100000,rewiring,1,4500,5.0,0.5
788,0.2,1.0,ba,100000,rewiring,1,500,5.0,0.5
789,0.2,1.0,ba,100000,rewiring,1,5000,5.0,0.5
790,0.2,1.0,ba,100000,rewiring,1,5500,5.0,0.5
791,0.2,1.0,ba,100000,rewiring,1,6000,5.0,0.5
792,0.2,1.0,ba,100000,rewiring,1,6500,5.0,0.5
793,0.2,1.0,ba,100000,rewiring,1,7000,5.0,0.5
794,0.2,1.0,ba,100000,rewiring,1,7500,5.0,0.5
795,0.2,1.0,ba,100000,rewiring,1,8000,5.0,0.5
796,0.2,1.0,ba,100000,rewiring,1,8500,5.0,0.5
797,0.2,1.0,ba,100000,rewiring,1,9000,5.0,0.5
798,0.2,1.0,ba,100000,rewiring,1,9500,5.0,0.5
799,0.2,1.5,ba,100000,rewiring,1,0,5.0,0.5
800,0.2,1.5,ba,100000,rewiring,1,1000,5.0,0.5
801,0.2,1.5,ba,100000,rewiring,1,10000,5.0,0.5
802,0.2,1.5,ba,100000,rewiring,1,10500,5.0,0.5
803,0.2,1.5,ba,100000,rewiring,1,11000,5.0,0.5
804,0.2,1.5,ba,100000,rewiring,1,11500,5.0,0.5
805,0.2,1.5,ba,100000,rewiring,1,12000,5.0,0.5
806,0.2,1.5,ba,100000,rewiring,1,12500,5.0,0.5
807,0.2,1.5,ba,100000,rewiring,1,12600,5.0,0.5
808,0.2,1.5,ba,100000,rewiring,1,1500,5.0,0.5
809,0.2,1.5,ba,100000,rewiring,1,2000,5.0,0.5
810,0.2,1.5,ba,100000,rewiring,1,2500,5.0,0.5
811,0.2,1.5,ba,100000,rewiring,1,3000,5.0,0.5
812,0.2,1.5,ba,100000,rewiring,1,3500,5.0,0.5
813,0.2,1.5,ba,100000,rewiring,1,4000,5.0,0.5
814,0.2,1.5,ba,100000,rewiring,1,4500,5.0,0.5
815,0.2,1.5,ba,100000,rewiring,1,500,5.0,0.5
816,0.2,1.5,ba,100000,rewiring,1,5000,5.0,0.5
817,0.2,1.5,ba,100000,rewiring,1,5500,5.0,0.5
818,0.2,1.5,ba,100000,rewiring,1,6000,5.0,0.5
819,0.2,1.5,ba,100000,rewiring,1,6500,5.0,0.5
820,0.2,1.5,ba,100000,rewiring,1,7000,5.0,0.5
821,0.2,1.5,ba,100000,rewiring,1,7500,5.0,0.5
822,0.2,1.5,ba,100000,rewiring,1,8000,5.0,0.5
823,0.2,1.5,ba,100000,rewiring,1,8500,5.0,0.5
824,0.2,1.5,ba,100000,rewiring,1,9000,5.0,0.5
825,0.2,1.5,ba,100000,rewiring,1,9500,5.0,0.5
826,0.3,0.0,ba,100000,rewiring,1,0,5.0,0.5
827,0.3,0.0,ba,100000,rewiring,3,1000,5.0,0.5
828,0.3,0.0,ba,100000,rewiring,3,1203,5.0,0.5
829,0.3,0.0,ba,100000,rewiring,3,500,5.0,0.5
830,0.3,0.5,ba,100000,rewiring,3,0,5.0,0.5
831,0.3,0.5,ba,100000,rewiring,1,1000,5.0,0.5
832,0.3,0.5,ba,100000,rewiring,1,1500,5.0,0.5
